admissionid,patientid,doctorid,hospitalid,admissiondate,dischargedate,diagnosis,department,admissiondays,stay_category
ADM-000219,562-48-4541,DR-0118,HOSP-005,2023-01-18,2023-02-09,Coronary Artery Disease,Cardiology,22,Long Treatment
ADM-000220,276-30-4837,DR-0303,HOSP-002,2023-01-15,2023-02-09,Ligament Tear,Orthopedics,25,Long Treatment
ADM-000221,515-99-1323,DR-0278,HOSP-006,2023-07-12,2023-07-28,Pneumonia,General Medicine,16,Long Treatment
ADM-000222,595-57-5720,DR-0272,HOSP-009,2022-11-02,2022-11-06,Fracture,Orthopedics,4,Short Treatment
ADM-000223,655-49-3876,DR-0267,HOSP-002,2022-05-13,2022-06-06,Coronary Artery Disease,Cardiology,24,Long Treatment
ADM-000224,773-84-2743,DR-0153,HOSP-005,2022-11-15,2022-12-02,Melanoma,Dermatology,17,Long Treatment
ADM-000225,554-15-2359,DR-0273,HOSP-003,2022-06-28,2022-07-01,PCOS,Gynecology,3,Short Treatment
ADM-000226,887-68-1061,DR-0345,HOSP-002,2024-01-23,2024-01-29,Food Poisoning,General Medicine,6,Medium Treatment
ADM-000227,651-37-5425,DR-0084,HOSP-010,2022-09-17,2022-10-12,Arthritis,Orthopedics,25,Long Treatment
ADM-000228,182-52-6243,DR-0271,HOSP-010,2022-03-21,2022-04-13,Tonsillitis,Pediatrics,23,Long Treatment
ADM-000229,159-52-9956,DR-0007,HOSP-003,2022-09-20,2022-09-22,Schizophrenia,Psychiatry,2,Short Treatment
ADM-000230,714-86-9131,DR-0345,HOSP-002,2024-05-30,2024-06-15,Dengue,General Medicine,16,Long Treatment
ADM-000231,694-79-7431,DR-0015,HOSP-005,2024-01-12,2024-01-31,Eczema,Dermatology,19,Long Treatment
ADM-000232,632-94-4639,DR-0120,HOSP-005,2022-07-27,2022-08-10,Bipolar Disorder,Psychiatry,14,Medium Treatment
ADM-000233,937-15-2571,DR-0266,HOSP-010,2022-04-24,2022-05-08,Fracture,Orthopedics,14,Medium Treatment
ADM-000234,930-37-6447,DR-0133,HOSP-006,2023-10-08,2023-10-22,Parkinsons,Neurology,14,Medium Treatment
ADM-000235,879-49-3877,DR-0337,HOSP-008,2022-10-29,2022-11-23,Parkinsons,Neurology,25,Long Treatment
ADM-000236,615-94-5214,DR-0134,HOSP-004,2023-11-16,2023-12-03,Leukemia,Oncology,17,Long Treatment
ADM-000237,900-39-9700,DR-0131,HOSP-007,2023-10-11,2023-10-16,Alzheimers,Neurology,5,Medium Treatment
ADM-000238,725-31-2047,DR-0031,HOSP-002,2022-08-30,2022-09-22,Arthritis,Orthopedics,23,Long Treatment
ADM-000239,308-58-7161,DR-0299,HOSP-001,2023-04-08,2023-04-28,Epilepsy,Neurology,20,Long Treatment
ADM-000240,611-39-4395,DR-0328,HOSP-003,2022-03-30,2022-04-09,Epilepsy,Neurology,10,Medium Treatment
ADM-000241,997-41-4331,DR-0161,HOSP-006,2023-10-23,2023-11-04,Depression,Psychiatry,12,Medium Treatment
ADM-000242,812-98-2067,DR-0279,HOSP-010,2023-08-28,2023-09-12,Arthritis,Orthopedics,15,Long Treatment
ADM-000243,631-34-1334,DR-0299,HOSP-001,2024-02-23,2024-03-01,Migraine,Neurology,7,Medium Treatment
ADM-000244,931-17-5221,DR-0268,HOSP-010,2022-02-17,2022-03-09,Bipolar Disorder,Psychiatry,20,Long Treatment
ADM-000245,605-92-2989,DR-0266,HOSP-010,2022-02-17,2022-02-25,Arthritis,Orthopedics,8,Medium Treatment
ADM-000246,233-90-2253,DR-0269,HOSP-008,2023-12-23,2024-01-01,Diabetes,General Medicine,9,Medium Treatment
ADM-000247,444-13-9123,DR-0243,HOSP-010,2023-08-30,2023-09-17,Hypertension,Cardiology,18,Long Treatment
ADM-000248,993-60-9970,DR-0280,HOSP-008,2024-02-07,2024-02-12,Bronchitis,Pediatrics,5,Medium Treatment
ADM-000249,855-46-5681,DR-0283,HOSP-002,2022-03-02,2022-03-12,Bipolar Disorder,Psychiatry,10,Medium Treatment
ADM-000250,999-63-5200,DR-0280,HOSP-008,2023-10-05,2023-10-27,Chickenpox,Pediatrics,22,Long Treatment
ADM-000251,569-38-2081,DR-0311,HOSP-003,2022-10-12,2022-10-22,Breast Cancer,Oncology,10,Medium Treatment
ADM-000252,899-20-9309,DR-0010,HOSP-007,2024-04-26,2024-05-09,Migraine,Neurology,13,Medium Treatment
ADM-000253,457-77-6670,DR-0148,HOSP-008,2024-04-05,2024-04-27,Melanoma,Dermatology,22,Long Treatment
ADM-000254,366-61-4286,DR-0173,HOSP-009,2023-01-28,2023-02-06,Bronchitis,Pediatrics,9,Medium Treatment
ADM-000255,930-37-6447,DR-0052,HOSP-005,2022-09-21,2022-10-10,Bipolar Disorder,Psychiatry,19,Long Treatment
ADM-000256,531-20-2124,DR-0275,HOSP-007,2024-05-21,2024-06-01,Eczema,Dermatology,11,Medium Treatment
ADM-000257,121-79-7408,DR-0208,HOSP-003,2022-09-13,2022-09-17,Heart Failure,Cardiology,4,Short Treatment
ADM-000258,764-72-1115,DR-0074,HOSP-003,2022-01-15,2022-01-18,Measles,Pediatrics,3,Short Treatment
ADM-000259,835-25-2494,DR-0048,HOSP-002,2022-05-11,2022-05-17,Viral Fever,General Medicine,6,Medium Treatment
ADM-000260,417-48-2881,DR-0070,HOSP-002,2023-10-03,2023-10-20,Pregnancy,Gynecology,17,Long Treatment
ADM-000261,497-76-1810,DR-0238,HOSP-004,2022-12-26,2023-01-20,Coronary Artery Disease,Cardiology,25,Long Treatment
ADM-000262,345-32-2229,DR-0175,HOSP-005,2022-12-30,2023-01-17,Coronary Artery Disease,Cardiology,18,Long Treatment
ADM-000263,544-93-5926,DR-0008,HOSP-002,2022-03-15,2022-03-21,Chickenpox,Pediatrics,6,Medium Treatment
ADM-000264,234-47-7395,DR-0084,HOSP-010,2023-03-12,2023-04-05,Ligament Tear,Orthopedics,24,Long Treatment
ADM-000265,747-35-3947,DR-0345,HOSP-002,2023-01-29,2023-01-31,Dengue,General Medicine,2,Short Treatment
ADM-000266,571-19-2108,DR-0005,HOSP-010,2023-11-04,2023-11-22,Migraine,Neurology,18,Long Treatment
ADM-000267,836-42-8803,DR-0196,HOSP-005,2022-08-26,2022-08-31,Lung Cancer,Oncology,5,Medium Treatment
ADM-000268,516-32-7582,DR-0218,HOSP-002,2023-01-16,2023-01-20,Fracture,Orthopedics,4,Short Treatment
ADM-000269,601-84-2083,DR-0035,HOSP-001,2022-09-10,2022-10-02,Spinal Disc Herniation,Orthopedics,22,Long Treatment
ADM-000270,481-91-4761,DR-0015,HOSP-005,2023-12-29,2024-01-04,Psoriasis,Dermatology,6,Medium Treatment
ADM-000271,308-81-4709,DR-0115,HOSP-007,2022-11-27,2022-12-21,Breast Cancer,Oncology,24,Long Treatment
ADM-000272,783-26-4768,DR-0075,HOSP-007,2023-08-13,2023-09-04,Pneumonia,General Medicine,22,Long Treatment
ADM-000273,234-51-4810,DR-0161,HOSP-006,2023-01-06,2023-01-21,Depression,Psychiatry,15,Long Treatment
ADM-000274,476-14-9897,DR-0324,HOSP-009,2022-08-03,2022-08-06,Bronchitis,Pediatrics,3,Short Treatment
ADM-000275,454-66-5201,DR-0323,HOSP-006,2023-02-16,2023-03-06,Heart Failure,Cardiology,18,Long Treatment
ADM-000276,158-12-5026,DR-0224,HOSP-002,2022-02-27,2022-03-02,Diabetes,General Medicine,3,Short Treatment
ADM-000277,442-43-1391,DR-0291,HOSP-005,2024-04-30,2024-05-06,Melanoma,Dermatology,6,Medium Treatment
ADM-000278,964-86-4831,DR-0129,HOSP-001,2023-04-27,2023-04-29,Ligament Tear,Orthopedics,2,Short Treatment
ADM-000279,688-55-1783,DR-0121,HOSP-008,2022-07-12,2022-07-14,Eczema,Dermatology,2,Short Treatment
ADM-000280,538-25-2697,DR-0018,HOSP-002,2022-10-27,2022-10-30,Pneumonia,General Medicine,3,Short Treatment
ADM-000281,891-23-2889,DR-0262,HOSP-008,2022-07-04,2022-07-12,Bronchitis,Pediatrics,8,Medium Treatment
ADM-000282,694-96-7911,DR-0275,HOSP-007,2023-01-02,2023-01-17,Melanoma,Dermatology,15,Long Treatment
ADM-000283,557-39-9028,DR-0159,HOSP-006,2023-12-27,2024-01-07,Pneumonia,General Medicine,11,Medium Treatment
ADM-000284,512-84-3791,DR-0304,HOSP-005,2024-04-30,2024-05-25,Schizophrenia,Psychiatry,25,Long Treatment
ADM-000285,547-16-5130,DR-0060,HOSP-005,2023-10-28,2023-11-01,Alzheimers,Neurology,4,Short Treatment
ADM-000286,428-46-7795,DR-0056,HOSP-007,2024-02-17,2024-02-25,Migraine,Neurology,8,Medium Treatment
ADM-000287,702-12-6185,DR-0177,HOSP-008,2022-01-06,2022-01-09,Ligament Tear,Orthopedics,3,Short Treatment
ADM-000288,418-45-6745,DR-0070,HOSP-002,2022-12-13,2023-01-05,Endometriosis,Gynecology,23,Long Treatment
ADM-000289,964-64-1818,DR-0196,HOSP-005,2024-05-11,2024-05-28,Lymphoma,Oncology,17,Long Treatment
ADM-000290,202-37-9328,DR-0109,HOSP-001,2023-02-06,2023-02-18,Acne Vulgaris,Dermatology,12,Medium Treatment
ADM-000291,600-45-6961,DR-0140,HOSP-003,2023-06-28,2023-07-01,Measles,Pediatrics,3,Short Treatment
ADM-000292,349-27-6464,DR-0143,HOSP-004,2024-01-25,2024-02-13,Asthma,Pediatrics,19,Long Treatment
ADM-000293,795-54-5875,DR-0179,HOSP-009,2023-03-07,2023-03-20,Measles,Pediatrics,13,Medium Treatment
ADM-000294,811-55-3919,DR-0030,HOSP-007,2022-12-10,2022-12-31,Asthma,Pediatrics,21,Long Treatment
ADM-000295,576-59-2538,DR-0103,HOSP-005,2024-03-20,2024-04-04,Arrhythmia,Cardiology,15,Long Treatment
ADM-000296,291-55-6018,DR-0174,HOSP-001,2024-03-12,2024-03-30,Ligament Tear,Orthopedics,18,Long Treatment
ADM-000297,321-22-8973,DR-0298,HOSP-003,2022-09-14,2022-09-19,Leukemia,Oncology,5,Medium Treatment
ADM-000298,778-37-1349,DR-0167,HOSP-002,2024-02-26,2024-03-04,Acne Vulgaris,Dermatology,7,Medium Treatment
ADM-000299,594-44-6376,DR-0264,HOSP-009,2022-02-24,2022-02-28,Lymphoma,Oncology,4,Short Treatment
ADM-000300,277-18-9437,DR-0187,HOSP-004,2022-04-06,2022-04-16,Alzheimers,Neurology,10,Medium Treatment
ADM-000301,941-57-1955,DR-0326,HOSP-009,2024-05-11,2024-05-17,Arrhythmia,Cardiology,6,Medium Treatment
ADM-000302,531-93-4123,DR-0081,HOSP-005,2024-04-15,2024-05-07,Psoriasis,Dermatology,22,Long Treatment
ADM-000303,735-66-4695,DR-0215,HOSP-009,2023-09-14,2023-10-07,Pneumonia,General Medicine,23,Long Treatment
ADM-000304,635-30-2201,DR-0306,HOSP-003,2022-12-05,2022-12-12,Heart Failure,Cardiology,7,Medium Treatment
ADM-000305,442-51-1131,DR-0135,HOSP-004,2023-08-01,2023-08-14,Spinal Disc Herniation,Orthopedics,13,Medium Treatment
ADM-000306,708-96-1914,DR-0244,HOSP-010,2022-03-25,2022-04-07,Pneumonia,General Medicine,13,Medium Treatment
ADM-000307,692-23-5487,DR-0349,HOSP-003,2024-03-22,2024-04-01,Eczema,Dermatology,10,Medium Treatment
ADM-000308,550-18-3655,DR-0120,HOSP-005,2023-07-15,2023-08-06,Depression,Psychiatry,22,Long Treatment
ADM-000309,949-84-8278,DR-0077,HOSP-002,2024-03-11,2024-03-22,Hypertension,Cardiology,11,Medium Treatment
ADM-000310,474-23-2687,DR-0054,HOSP-007,2024-05-26,2024-05-27,Viral Fever,General Medicine,1,Short Treatment
ADM-000311,625-18-3858,DR-0294,HOSP-008,2023-06-16,2023-06-27,Chickenpox,Pediatrics,11,Medium Treatment
ADM-000312,860-37-7560,DR-0239,HOSP-003,2023-06-15,2023-07-09,Asthma,Pediatrics,24,Long Treatment
ADM-000313,407-41-8055,DR-0251,HOSP-007,2023-11-12,2023-12-04,Spinal Disc Herniation,Orthopedics,22,Long Treatment
ADM-000314,745-45-2496,DR-0338,HOSP-006,2024-02-27,2024-03-04,Leukemia,Oncology,6,Medium Treatment
ADM-000315,772-56-8087,DR-0030,HOSP-007,2024-03-10,2024-03-25,Tonsillitis,Pediatrics,15,Long Treatment
ADM-000316,289-29-1738,DR-0230,HOSP-010,2023-02-12,2023-03-07,Leukemia,Oncology,23,Long Treatment
ADM-000317,767-47-7223,DR-0286,HOSP-003,2023-12-14,2024-01-03,Pregnancy,Gynecology,20,Long Treatment
ADM-000318,703-16-9623,DR-0274,HOSP-003,2024-05-31,2024-06-21,Lymphoma,Oncology,21,Long Treatment
ADM-000319,107-73-8055,DR-0318,HOSP-008,2023-08-29,2023-09-16,Ligament Tear,Orthopedics,18,Long Treatment
ADM-000320,338-79-5817,DR-0098,HOSP-001,2022-12-04,2022-12-28,Fracture,Orthopedics,24,Long Treatment
ADM-000321,998-78-9246,DR-0285,HOSP-002,2022-08-20,2022-08-24,Asthma,Pediatrics,4,Short Treatment
ADM-000322,865-41-3524,DR-0049,HOSP-008,2023-07-24,2023-08-09,Depression,Psychiatry,16,Long Treatment
ADM-000323,752-23-8244,DR-0148,HOSP-008,2024-05-16,2024-06-07,Acne Vulgaris,Dermatology,22,Long Treatment
ADM-000324,728-18-8559,DR-0047,HOSP-005,2023-06-16,2023-07-10,Stroke,Neurology,24,Long Treatment
ADM-000325,525-10-6378,DR-0083,HOSP-005,2022-12-08,2022-12-23,Measles,Pediatrics,15,Long Treatment
ADM-000326,451-18-9068,DR-0269,HOSP-008,2023-12-12,2023-12-31,Viral Fever,General Medicine,19,Long Treatment
ADM-000327,216-20-5026,DR-0205,HOSP-005,2023-03-09,2023-03-25,Viral Fever,General Medicine,16,Long Treatment
ADM-000328,589-41-3415,DR-0301,HOSP-003,2023-03-10,2023-03-21,Food Poisoning,General Medicine,11,Medium Treatment
ADM-000329,352-45-5890,DR-0070,HOSP-002,2023-04-29,2023-05-01,PCOS,Gynecology,2,Short Treatment
ADM-000330,179-36-9588,DR-0313,HOSP-005,2023-03-17,2023-04-02,Endometriosis,Gynecology,16,Long Treatment
ADM-000331,391-35-3238,DR-0257,HOSP-008,2022-05-02,2022-05-26,Acne Vulgaris,Dermatology,24,Long Treatment
ADM-000332,626-69-6246,DR-0239,HOSP-003,2023-07-18,2023-07-24,Asthma,Pediatrics,6,Medium Treatment
ADM-000333,832-64-7176,DR-0311,HOSP-003,2022-07-26,2022-08-13,Breast Cancer,Oncology,18,Long Treatment
ADM-000334,476-81-4189,DR-0242,HOSP-009,2022-05-30,2022-06-20,Coronary Artery Disease,Cardiology,21,Long Treatment
ADM-000335,473-16-2657,DR-0312,HOSP-002,2023-01-10,2023-01-25,Schizophrenia,Psychiatry,15,Long Treatment
ADM-000336,356-79-4372,DR-0235,HOSP-004,2024-04-07,2024-04-09,Viral Fever,General Medicine,2,Short Treatment
ADM-000337,655-45-9738,DR-0097,HOSP-005,2024-05-31,2024-06-11,Hypertension,Cardiology,11,Medium Treatment
ADM-000338,202-50-8963,DR-0176,HOSP-002,2023-12-18,2023-12-21,Melanoma,Dermatology,3,Short Treatment
ADM-000339,225-62-5474,DR-0333,HOSP-010,2022-01-19,2022-02-01,Schizophrenia,Psychiatry,13,Medium Treatment
ADM-000340,564-71-2164,DR-0223,HOSP-007,2022-04-02,2022-04-06,Parkinsons,Neurology,4,Short Treatment
ADM-000341,814-25-7643,DR-0080,HOSP-005,2023-07-21,2023-08-11,Eczema,Dermatology,21,Long Treatment
ADM-000342,117-77-2110,DR-0192,HOSP-002,2022-03-24,2022-04-06,Ligament Tear,Orthopedics,13,Medium Treatment
ADM-000343,542-49-5610,DR-0301,HOSP-003,2024-05-14,2024-06-01,Food Poisoning,General Medicine,18,Long Treatment
ADM-000344,632-53-3947,DR-0200,HOSP-002,2022-07-24,2022-08-02,Depression,Psychiatry,9,Medium Treatment
ADM-000345,120-50-5278,DR-0298,HOSP-003,2023-07-27,2023-08-21,Breast Cancer,Oncology,25,Long Treatment
ADM-000346,568-25-7380,DR-0119,HOSP-003,2022-04-30,2022-05-23,Epilepsy,Neurology,23,Long Treatment
ADM-000347,265-60-5748,DR-0220,HOSP-010,2023-09-22,2023-10-05,Lymphoma,Oncology,13,Medium Treatment
ADM-000348,578-40-3160,DR-0180,HOSP-006,2023-04-09,2023-04-21,Myocardial Infarction,Cardiology,12,Medium Treatment
ADM-000349,759-39-8483,DR-0296,HOSP-007,2023-11-06,2023-11-10,PCOS,Gynecology,4,Short Treatment
ADM-000350,366-61-4286,DR-0320,HOSP-002,2023-08-09,2023-08-20,Endometriosis,Gynecology,11,Medium Treatment
ADM-000351,306-96-8365,DR-0136,HOSP-006,2022-01-25,2022-01-30,Ovarian Cyst,Gynecology,5,Medium Treatment
ADM-000352,789-39-6967,DR-0112,HOSP-003,2022-04-07,2022-04-14,Breast Cancer,Oncology,7,Medium Treatment
ADM-000353,830-92-9277,DR-0322,HOSP-010,2022-07-08,2022-07-30,Ligament Tear,Orthopedics,22,Long Treatment
ADM-000354,422-53-1466,DR-0073,HOSP-006,2023-07-28,2023-08-04,Ligament Tear,Orthopedics,7,Medium Treatment
ADM-000355,405-47-8469,DR-0306,HOSP-003,2023-08-25,2023-09-14,Hypertension,Cardiology,20,Long Treatment
ADM-000356,697-23-8713,DR-0020,HOSP-006,2023-04-18,2023-04-22,Psoriasis,Dermatology,4,Short Treatment
ADM-000357,718-66-9526,DR-0068,HOSP-003,2024-04-12,2024-05-03,Endometriosis,Gynecology,21,Long Treatment
ADM-000358,259-42-6618,DR-0316,HOSP-002,2023-04-21,2023-04-22,Stroke,Neurology,1,Short Treatment
ADM-000359,116-88-6250,DR-0310,HOSP-005,2022-04-19,2022-05-03,Parkinsons,Neurology,14,Medium Treatment
ADM-000360,934-43-6112,DR-0299,HOSP-001,2022-10-27,2022-11-08,Stroke,Neurology,12,Medium Treatment
ADM-000361,586-64-4436,DR-0160,HOSP-005,2023-10-03,2023-10-08,Arthritis,Orthopedics,5,Medium Treatment
ADM-000362,263-71-3673,DR-0137,HOSP-010,2024-01-20,2024-01-29,Depression,Psychiatry,9,Medium Treatment
ADM-000363,322-89-7077,DR-0119,HOSP-003,2022-06-28,2022-07-06,Parkinsons,Neurology,8,Medium Treatment
ADM-000364,789-87-8770,DR-0127,HOSP-005,2024-02-18,2024-03-04,Anxiety Disorder,Psychiatry,15,Long Treatment
ADM-000365,219-91-8941,DR-0286,HOSP-003,2022-02-15,2022-02-22,Pregnancy,Gynecology,7,Medium Treatment
ADM-000366,353-62-7222,DR-0305,HOSP-010,2022-10-30,2022-11-23,Bipolar Disorder,Psychiatry,24,Long Treatment
ADM-000367,124-54-9583,DR-0257,HOSP-008,2023-02-06,2023-02-08,Melanoma,Dermatology,2,Short Treatment
ADM-000368,804-21-3610,DR-0049,HOSP-008,2022-01-03,2022-01-22,Bipolar Disorder,Psychiatry,19,Long Treatment
ADM-000369,352-67-5948,DR-0062,HOSP-001,2023-12-17,2023-12-23,Acne Vulgaris,Dermatology,6,Medium Treatment
ADM-000370,981-82-7895,DR-0274,HOSP-003,2022-05-28,2022-06-16,Lung Cancer,Oncology,19,Long Treatment
ADM-000371,871-38-6250,DR-0102,HOSP-006,2022-06-04,2022-06-16,Tonsillitis,Pediatrics,12,Medium Treatment
ADM-000372,941-64-5807,DR-0055,HOSP-001,2024-03-13,2024-04-05,Spinal Disc Herniation,Orthopedics,23,Long Treatment
ADM-000373,517-89-1376,DR-0339,HOSP-007,2022-07-27,2022-08-11,Alzheimers,Neurology,15,Long Treatment
ADM-000374,470-59-1530,DR-0122,HOSP-002,2022-06-22,2022-06-26,Asthma,Pediatrics,4,Short Treatment
ADM-000375,430-59-6219,DR-0117,HOSP-005,2024-01-12,2024-01-31,Dengue,General Medicine,19,Long Treatment
ADM-000376,731-70-2803,DR-0126,HOSP-001,2024-05-27,2024-06-08,Anxiety Disorder,Psychiatry,12,Medium Treatment
ADM-000377,180-40-8195,DR-0185,HOSP-004,2022-07-05,2022-07-28,Bronchitis,Pediatrics,23,Long Treatment
ADM-000378,794-13-3934,DR-0068,HOSP-003,2022-05-13,2022-05-28,Ovarian Cyst,Gynecology,15,Long Treatment
ADM-000379,763-25-4241,DR-0143,HOSP-004,2024-03-27,2024-03-29,Bronchitis,Pediatrics,2,Short Treatment
ADM-000380,509-82-7177,DR-0268,HOSP-010,2023-02-11,2023-02-26,Schizophrenia,Psychiatry,15,Long Treatment
ADM-000381,676-58-3950,DR-0080,HOSP-005,2022-10-08,2022-10-27,Eczema,Dermatology,19,Long Treatment
ADM-000382,714-32-3750,DR-0064,HOSP-006,2023-01-08,2023-01-27,Bronchitis,Pediatrics,19,Long Treatment
ADM-000383,102-94-5280,DR-0243,HOSP-010,2022-08-08,2022-08-09,Arrhythmia,Cardiology,1,Short Treatment
ADM-000384,108-28-9535,DR-0205,HOSP-005,2023-04-13,2023-04-24,Diabetes,General Medicine,11,Medium Treatment
ADM-000385,622-81-7644,DR-0034,HOSP-010,2023-04-29,2023-05-24,Breast Cancer,Oncology,25,Long Treatment
ADM-000386,940-75-8816,DR-0147,HOSP-010,2023-01-19,2023-02-11,Pregnancy,Gynecology,23,Long Treatment
ADM-000387,291-56-1943,DR-0254,HOSP-009,2023-06-03,2023-06-28,Dengue,General Medicine,25,Long Treatment
ADM-000388,565-69-3271,DR-0075,HOSP-007,2022-07-28,2022-07-29,Food Poisoning,General Medicine,1,Short Treatment
ADM-000389,773-52-5408,DR-0221,HOSP-005,2023-07-29,2023-08-03,Melanoma,Dermatology,5,Medium Treatment
ADM-000390,147-41-5124,DR-0092,HOSP-009,2023-06-13,2023-06-17,PCOS,Gynecology,4,Short Treatment
ADM-000391,817-47-1887,DR-0210,HOSP-004,2022-02-22,2022-03-03,Acne Vulgaris,Dermatology,9,Medium Treatment
ADM-000392,282-51-5520,DR-0177,HOSP-008,2023-05-15,2023-05-20,Spinal Disc Herniation,Orthopedics,5,Medium Treatment
ADM-000393,453-31-8246,DR-0285,HOSP-002,2022-05-19,2022-06-03,Tonsillitis,Pediatrics,15,Long Treatment
ADM-000394,727-53-8449,DR-0276,HOSP-008,2024-02-23,2024-02-26,Eczema,Dermatology,3,Short Treatment
ADM-000395,194-42-1597,DR-0284,HOSP-005,2023-03-16,2023-03-23,Food Poisoning,General Medicine,7,Medium Treatment
ADM-000396,630-35-1198,DR-0136,HOSP-006,2023-12-12,2024-01-01,Pregnancy,Gynecology,20,Long Treatment
ADM-000397,146-92-5336,DR-0174,HOSP-001,2022-02-06,2022-02-15,Ligament Tear,Orthopedics,9,Medium Treatment
ADM-000398,546-72-1475,DR-0069,HOSP-009,2022-05-30,2022-05-31,Chickenpox,Pediatrics,1,Short Treatment
ADM-000399,290-91-5040,DR-0169,HOSP-001,2023-12-11,2024-01-04,Coronary Artery Disease,Cardiology,24,Long Treatment
ADM-000400,434-24-2107,DR-0217,HOSP-008,2023-07-05,2023-07-23,Psoriasis,Dermatology,18,Long Treatment
ADM-000401,330-35-3655,DR-0199,HOSP-003,2022-08-07,2022-08-26,Lymphoma,Oncology,19,Long Treatment
ADM-000402,383-21-2054,DR-0028,HOSP-010,2023-07-31,2023-08-16,Pregnancy,Gynecology,16,Long Treatment
ADM-000403,520-75-5129,DR-0281,HOSP-010,2024-02-25,2024-03-14,PCOS,Gynecology,18,Long Treatment
ADM-000404,770-98-1807,DR-0314,HOSP-003,2023-05-03,2023-05-05,Heart Failure,Cardiology,2,Short Treatment
ADM-000405,611-61-1458,DR-0220,HOSP-010,2022-11-20,2022-12-12,Lung Cancer,Oncology,22,Long Treatment
ADM-000406,668-10-5121,DR-0077,HOSP-002,2024-02-02,2024-02-12,Arrhythmia,Cardiology,10,Medium Treatment
ADM-000407,156-90-8743,DR-0222,HOSP-003,2022-10-01,2022-10-11,Lung Cancer,Oncology,10,Medium Treatment
ADM-000408,374-64-1217,DR-0103,HOSP-005,2022-03-31,2022-04-02,Arrhythmia,Cardiology,2,Short Treatment
ADM-000409,929-85-1623,DR-0072,HOSP-001,2023-09-28,2023-10-17,Lung Cancer,Oncology,19,Long Treatment
ADM-000410,568-25-9490,DR-0323,HOSP-006,2024-04-10,2024-04-15,Heart Failure,Cardiology,5,Medium Treatment
ADM-000411,785-18-9069,DR-0336,HOSP-008,2022-01-23,2022-01-30,Alzheimers,Neurology,7,Medium Treatment
ADM-000412,574-94-4192,DR-0262,HOSP-008,2023-04-29,2023-05-20,Measles,Pediatrics,21,Long Treatment
ADM-000413,635-60-4829,DR-0339,HOSP-007,2024-04-16,2024-04-18,Stroke,Neurology,2,Short Treatment
ADM-000414,226-33-4478,DR-0038,HOSP-003,2023-08-26,2023-09-01,Melanoma,Dermatology,6,Medium Treatment
ADM-000415,394-53-4295,DR-0091,HOSP-002,2024-04-22,2024-05-17,Epilepsy,Neurology,25,Long Treatment
ADM-000416,278-29-2099,DR-0148,HOSP-008,2022-05-31,2022-06-16,Eczema,Dermatology,16,Long Treatment
ADM-000417,444-81-4942,DR-0081,HOSP-005,2024-03-23,2024-04-11,Psoriasis,Dermatology,19,Long Treatment
ADM-000418,466-33-8548,DR-0030,HOSP-007,2022-04-21,2022-05-14,Tonsillitis,Pediatrics,23,Long Treatment
ADM-000419,480-11-3950,DR-0115,HOSP-007,2024-05-24,2024-05-28,Leukemia,Oncology,4,Short Treatment
ADM-000420,676-34-9064,DR-0123,HOSP-003,2022-08-31,2022-09-25,Hypertension,Cardiology,25,Long Treatment
ADM-000421,286-82-7474,DR-0016,HOSP-008,2022-07-12,2022-07-13,Alzheimers,Neurology,1,Short Treatment
ADM-000422,912-36-8297,DR-0153,HOSP-005,2022-04-18,2022-04-28,Psoriasis,Dermatology,10,Medium Treatment
ADM-000423,740-70-1868,DR-0272,HOSP-009,2022-02-12,2022-02-23,Spinal Disc Herniation,Orthopedics,11,Medium Treatment
ADM-000424,211-24-9328,DR-0070,HOSP-002,2022-12-20,2022-12-21,Ovarian Cyst,Gynecology,1,Short Treatment
ADM-000425,906-85-2886,DR-0192,HOSP-002,2023-05-21,2023-06-11,Spinal Disc Herniation,Orthopedics,21,Long Treatment
ADM-000426,320-49-1301,DR-0233,HOSP-006,2023-12-04,2023-12-24,Coronary Artery Disease,Cardiology,20,Long Treatment
ADM-000427,697-83-4111,DR-0180,HOSP-006,2024-04-08,2024-05-01,Myocardial Infarction,Cardiology,23,Long Treatment
ADM-000428,968-39-6006,DR-0184,HOSP-009,2023-06-15,2023-06-27,Leukemia,Oncology,12,Medium Treatment
